date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:04:59	117153/117153	---M--	200	added ('OK')	image/png	etag:%221c9a1-547a2aa2e7a40%22	https://www.sisters-magazine.com/wp-content/uploads/2017/02/SISTERS-AD.png	C:/My%20Web%20Sites/sisters/www.sisters-magazine.com/wp-content/uploads/2017/02/SISTERS-AD.png	(from https://www.sisters-magazine.com/)
18:04:59	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2028%20Apr%202020%2016:21:28%20GMT	https://www.sisters-magazine.com/category/looks	C:/My%20Web%20Sites/sisters/www.sisters-magazine.com/category/looks	(from https://www.sisters-magazine.com/)
18:04:59	62615/62615	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Apr%202020%2016:21:28%20GMT	https://www.sisters-magazine.com/sisters-launchgood/	C:/My%20Web%20Sites/sisters/www.sisters-magazine.com/sisters-launchgood/index.html	(from https://www.sisters-magazine.com/)
18:04:59	76780/76780	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Apr%202020%2016:21:28%20GMT	https://www.sisters-magazine.com/islamic-knowledge-in-every-home/	C:/My%20Web%20Sites/sisters/www.sisters-magazine.com/islamic-knowledge-in-every-home/index.html	(from https://www.sisters-magazine.com/)
18:04:59	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2028%20Apr%202020%2016:21:28%20GMT	https://www.sisters-magazine.com/category/self	C:/My%20Web%20Sites/sisters/www.sisters-magazine.com/category/self	(from https://www.sisters-magazine.com/)
18:05:00	73300/73300	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Apr%202020%2016:21:29%20GMT	https://www.sisters-magazine.com/sisters-reads-ayesha-dean-the-istanbul-intrigue/	C:/My%20Web%20Sites/sisters/www.sisters-magazine.com/sisters-reads-ayesha-dean-the-istanbul-intrigue/index.html	(from https://www.sisters-magazine.com/)
18:05:00	37526/37526	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Apr%202020%2016:21:29%20GMT	https://www.sisters-magazine.com/category/homes	C:/My%20Web%20Sites/sisters/www.sisters-magazine.com/category/homes	(from https://www.sisters-magazine.com/)
18:05:00	75475/75475	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Apr%202020%2016:21:29%20GMT	https://www.sisters-magazine.com/hymens-hijabs-and-helmets-muslimahs-who-cycle/	C:/My%20Web%20Sites/sisters/www.sisters-magazine.com/hymens-hijabs-and-helmets-muslimahs-who-cycle/index.html	(from https://www.sisters-magazine.com/)
18:05:01	71120/71120	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Apr%202020%2016:21:29%20GMT	https://www.sisters-magazine.com/vegetarian-wellington/	C:/My%20Web%20Sites/sisters/www.sisters-magazine.com/vegetarian-wellington/index.html	(from https://www.sisters-magazine.com/)
18:05:01	75604/75604	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Apr%202020%2016:21:29%20GMT	https://www.sisters-magazine.com/raised-among-islamophobes/	C:/My%20Web%20Sites/sisters/www.sisters-magazine.com/raised-among-islamophobes/index.html	(from https://www.sisters-magazine.com/)
18:05:02	16514/16514	---M--	200	added ('OK')	image/png	etag:%224082-554ab07dfa7f1%22	https://www.sisters-magazine.com/wp-content/themes/sisters.git/images/Footer/products/ipray_now.png	C:/My%20Web%20Sites/sisters/www.sisters-magazine.com/wp-content/themes/sisters.git/images/Footer/products/ipray_now.png	(from https://www.sisters-magazine.com/)
18:05:02	71028/71028	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Apr%202020%2016:21:30%20GMT	https://www.sisters-magazine.com/fruit-coulis/	C:/My%20Web%20Sites/sisters/www.sisters-magazine.com/fruit-coulis/index.html	(from https://www.sisters-magazine.com/)
18:05:02	70968/70968	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Apr%202020%2016:21:30%20GMT	https://www.sisters-magazine.com/basic-focaccia-bread/	C:/My%20Web%20Sites/sisters/www.sisters-magazine.com/basic-focaccia-bread/index.html	(from https://www.sisters-magazine.com/)
18:05:02	75841/75841	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Apr%202020%2016:21:31%20GMT	https://www.sisters-magazine.com/soul-of-a-butterfly-an-excerpt/	C:/My%20Web%20Sites/sisters/www.sisters-magazine.com/soul-of-a-butterfly-an-excerpt/index.html	(from https://www.sisters-magazine.com/)
18:05:02	5056/5056	---M--	200	added ('OK')	image/png	etag:%2213c0-554ab07dfa7f1%22	https://www.sisters-magazine.com/wp-content/themes/sisters.git/images/Footer/products/dua_card.png	C:/My%20Web%20Sites/sisters/www.sisters-magazine.com/wp-content/themes/sisters.git/images/Footer/products/dua_card.png	(from https://www.sisters-magazine.com/)
18:05:03	75605/75605	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Apr%202020%2016:21:31%20GMT	https://www.sisters-magazine.com/sisters-original-berry-bliss/	C:/My%20Web%20Sites/sisters/www.sisters-magazine.com/sisters-original-berry-bliss/index.html	(from https://www.sisters-magazine.com/)
18:05:03	76399/76399	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Apr%202020%2016:21:31%20GMT	https://www.sisters-magazine.com/how-have-we-forgotten-our-manifesto-for-world-peace/	C:/My%20Web%20Sites/sisters/www.sisters-magazine.com/how-have-we-forgotten-our-manifesto-for-world-peace/index.html	(from https://www.sisters-magazine.com/)
18:05:05	5510/5510	---M--	200	added ('OK')	image/png	etag:%221586-554ab07dfa7f1%22	https://www.sisters-magazine.com/wp-content/themes/sisters.git/images/Footer/products/sisters.png	C:/My%20Web%20Sites/sisters/www.sisters-magazine.com/wp-content/themes/sisters.git/images/Footer/products/sisters.png	(from https://www.sisters-magazine.com/)
18:05:06	72378/72378	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Apr%202020%2016:21:33%20GMT	https://www.sisters-magazine.com/the-kitchen-beautician-berry-beautiful/	C:/My%20Web%20Sites/sisters/www.sisters-magazine.com/the-kitchen-beautician-berry-beautiful/index.html	(from https://www.sisters-magazine.com/)
18:05:07	77827/77827	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Apr%202020%2016:21:32%20GMT	https://www.sisters-magazine.com/interview-with-azara-beautique/	C:/My%20Web%20Sites/sisters/www.sisters-magazine.com/interview-with-azara-beautique/index.html	(from https://www.sisters-magazine.com/)
